nome_hotel,prezzo,stanza,città,data,punteggio,numero_recensioni,distanza_centro,genius,offerte,colazione_inclusa,senza_pagamento_anticipato,cancellazione_gratuita,os,username,user_agent_type,TIMESTAMP
Le Cinque Stanze Palermo Room&Breakfast,€ 118,Camera Tripla con Bagno Privato,Palermo,2024-03-20,"9,4",245 recensioni,250 m dal centro,False,,True,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Hotel Elite,€ 65,Standard,"Ruggero Settimo, Palermo",2024-03-20,"7,8",705 recensioni,300 m dal centro,True,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Hello Cathedral House,€ 86,Appartamento,"Albergaria, Palermo",2024-03-20,"8,2",29 recensioni,"1,1 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
I Pupi Di Belfiore,€ 81,Appartamento Superior,"Castellammare Vucciria, Palermo",2024-03-20,"8,9",111 recensioni,200 m dal centro,True,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Maqueda Terrace,€ 84,Camera Quadrupla con Bagno Privato Esterno,"Monte di Pietà, Palermo",2024-03-20,,,450 m dal centro,False,,False,True,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Baron’s Suites,€ 81,Camera Matrimoniale con Bagno Privato,Palermo,2024-03-20,10,1 recensione,"0,9 km dal centro",False,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Teatro Massimo:Amazing Flat with terrace,€ 162,Casa con 2 Camere da Letto,"Monte di Pietà, Palermo",2024-03-20,"9,4",8 recensioni,350 m dal centro,True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Apartment Calliope,€ 76,Camera Tripla,"La Kalsa, Palermo",2024-03-20,"8,5",6 recensioni,"1,4 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Miceli Exclusive Suite,€ 211,Camera Queen con Vasca Idromassaggio,Palermo,2024-03-20,"9,6",186 recensioni,"2,6 km dal centro",False,,True,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Bohème B&B,€ 82,Camera Matrimoniale con Bagno Privato Esterno,Palermo,2024-03-20,"8,5",87 recensioni,"1,1 km dal centro",True,Offerta Inizio 2024 ,True,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Tomasi Apartment Palermo,€ 183,Appartamento con 2 Camere da Letto,"Castellammare Vucciria, Palermo",2024-03-20,"9,5",21 recensioni,"0,5 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Casa Petra ai Quattro Canti,€ 114,Appartamento,"Monte di Pietà, Palermo",2024-03-20,"9,0",85 recensioni,"0,6 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Abbadia Charme House,€ 109,Appartamento con 1 Camera da Letto,"Monte di Pietà, Palermo",2024-03-20,"8,4",17 recensioni,350 m dal centro,True,Offerta Inizio 2024 ,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Lucia Apartments Cattedrale,€ 66,Camera Matrimoniale con Bagno Privato,Palermo,2024-03-20,,,"1,2 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Villa Antonella,€ 74,Ampia Camera Matrimoniale,Palermo,2024-03-20,"8,4",322 recensioni,"8,9 km dal centro",False,,True,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Guest house palermo,€ 112,Camera King con Vasca Idromassaggio,Palermo,2024-03-20,"9,1",38 recensioni,"1,7 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Artists penthouse,€ 84,Appartamento con 2 Camere da Letto,Palermo,2024-03-20,"9,3",13 recensioni,"0,9 km dal centro",False,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Le vie del Centro,€ 94,Camera Matrimoniale con Bagno Privato,Palermo,2024-03-20,"9,4",107 recensioni,1 km dal centro,True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Palermo Hub,€ 58,Camera Matrimoniale/Doppia con Letti Singoli con Letto Supplementare,Palermo,2024-03-20,10,4 recensioni,"2,9 km dal centro",False,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Le Dimore Luxury Rooms,€ 52,Camera Matrimoniale,Palermo,2024-03-20,"7,8",86 recensioni,"2,1 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Da Zia Maria,€ 81,Appartamento con 2 Camere da Letto,Palermo,2024-03-20,,,"1,6 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
La Dimora di Donna Claudia,€ 125,Camera King con Balcone,"Ruggero Settimo, Palermo",2024-03-20,"8,9",18 recensioni,400 m dal centro,True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Suite in Center,€ 103,Appartamento Deluxe,"Ruggero Settimo, Palermo",2024-03-20,"8,3",212 recensioni,200 m dal centro,True,,False,True,True,Linux,pantilaura56,desktop,03-04-2024---12:49
B&B Ponticello,€ 85,Camera Matrimoniale con Bagno Privato,"Albergaria, Palermo",2024-03-20,"9,3",320 recensioni,"0,9 km dal centro",False,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Sopramoltivolti,€ 82,Camera Matrimoniale/Doppia con Letti Singoli con Terrazza,"Albergaria, Palermo",2024-03-20,"8,7",377 recensioni,"0,9 km dal centro",False,,True,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Duca di Villena,€ 124,Camera Matrimoniale con Bagno Privato,"La Kalsa, Palermo",2024-03-20,"8,5",347 recensioni,"0,7 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Casa Vacanze Febo,€ 163,Appartamento con 2 Camere da Letto,Palermo,2024-03-20,"8,9",10 recensioni,"8,9 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Suk-al-Bahlarà,€ 73,Appartamento con 1 Camera da Letto,"Albergaria, Palermo",2024-03-20,"8,9",48 recensioni,"1,2 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Casa Vacanza Al Massimo,€ 79,Camera Tripla con Bagno Privato,"Monte di Pietà, Palermo",2024-03-20,"8,2",8 recensioni,350 m dal centro,True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Elisir house,€ 119,Casa con 2 Camere da Letto,"Monte di Pietà, Palermo",2024-03-20,"9,8",33 recensioni,"0,5 km dal centro",False,,True,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Real teatro Umberto I,€ 67,Camera Matrimoniale con Bagno Privato,"La Kalsa, Palermo",2024-03-20,"5,5",29 recensioni,"1,1 km dal centro",True,,True,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Vado Al Massimo,€ 65,Camera Matrimoniale/Doppia con Letti Singoli,"Monte di Pietà, Palermo",2024-03-20,"8,2",259 recensioni,300 m dal centro,True,Offerta Inizio 2024 ,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Mille o una notte appartament,€ 55,Appartamento con 1 Camera da Letto,Palermo,2024-03-20,"6,7",6 recensioni,"0,6 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
La Casetta,€ 129,Appartamento con 1 Camera da Letto,"Borgo vecchio, Palermo",2024-03-20,"8,9",30 recensioni,"0,8 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Palazzo Moncada appartamento 2,€ 97,Appartamento con 2 Camere da Letto,"Castellammare Vucciria, Palermo",2024-03-20,"9,4",16 recensioni,"0,5 km dal centro",True,Offerta Inizio 2024 ,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Casa Chicca,€ 126,Appartamento Deluxe,"Monte di Pietà, Palermo",2024-03-20,"9,3",6 recensioni,350 m dal centro,True,Offerta Inizio 2024 ,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
"38,VELASQUEZ",€ 105,Appartamento con 2 Camere da Letto,Palermo,2024-03-20,"9,2",67 recensioni,300 m dal centro,True,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Monolocale Sant'Andrea,€ 93,Appartamento con 1 Camera da Letto,"Castellammare Vucciria, Palermo",2024-03-20,"8,6",61 recensioni,"0,7 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Vela house charming front of the sea,€ 134,Appartamento,"Castellammare Vucciria, Palermo",2024-03-20,"8,9",49 recensioni,"0,8 km dal centro",True,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Villa Aurora Per Vacanze,€ 79,Casa Vacanze,Palermo,2024-03-20,"8,0",57 recensioni,"5,8 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Villa Elloise,€ 153,Appartamento con 2 Camere da Letto,Palermo,2024-03-20,10,4 recensioni,"9,9 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Dolce Conca D'Oro B&B,€ 94,Camera Matrimoniale/Doppia con Letti Singoli con Balcone,Palermo,2024-03-20,"9,7",183 recensioni,1 km dal centro,False,,True,True,True,Linux,pantilaura56,desktop,03-04-2024---12:49
B&B Carella,€ 112,Camera Matrimoniale con Vasca Idromassaggio,"Ruggero Settimo, Palermo",2024-03-20,"9,0",947 recensioni,400 m dal centro,False,,True,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Kappa's house,€ 47,Appartamento con 1 Camera da Letto,Palermo,2024-03-20,,,"0,6 km dal centro",False,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Cassari UpArtments,€ 147,Appartamento con Vista Mare,"Castellammare Vucciria, Palermo",2024-03-20,"9,0",311 recensioni,"0,9 km dal centro",True,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Tersane IV Vincitore 4 Hotel di Bruno Barbieri,€ 143,Ampia Camera Matrimoniale,Palermo,2024-03-20,"8,6",89 recensioni,"1,4 km dal centro",False,,True,True,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Monovano in pieno centro,€ 71,Appartamento Monolocale,Palermo,2024-03-20,"6,8",36 recensioni,"0,9 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
NUAR suite&spa,€ 139,Camera Matrimoniale con Vasca Idromassaggio,"Borgo vecchio, Palermo",2024-03-20,"8,8",63 recensioni,1 km dal centro,True,,True,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
La casa di Nana’ locazione turistica,€ 141,Appartamento Superior,Palermo,2024-03-20,"9,0",39 recensioni,"6,3 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Divisi Suites & SPA,€ 144,Camera Tripla Classic,"La Kalsa, Palermo",2024-03-20,"9,1",333 recensioni,"1,1 km dal centro",False,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
LE CAMERE AL CASSARO,€ 54,Camera Matrimoniale,"La Kalsa, Palermo",2024-03-20,"7,9",171 recensioni,"1,2 km dal centro",True,Offerta Inizio 2024 ,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Il Cantico,€ 69,Camera Tripla con Bagno Privato Esterno,"La Kalsa, Palermo",2024-03-20,,,1 km dal centro,False,,False,True,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Sicily Sea Charter CAICCO HANDE CAPO GALERA,€ 112,Camera Matrimoniale,Palermo,2024-03-20,"9,2",12 recensioni,"1,4 km dal centro",False,,True,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Federico 70 Giada Economy,€ 58,Camera Matrimoniale Economy,Palermo,2024-03-20,"9,1",68 recensioni,"2,9 km dal centro",True,Offerta Inizio 2024 ,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Cuba house,€ 76,Appartamento,Palermo,2024-03-20,"8,3",39 recensioni,"2,2 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
PM Molo Trapezoidale Palermo 6 Posti Letto,€ 70,Casa Mobile,"Castellammare Vucciria, Palermo",2024-03-20,10,4 recensioni,1 km dal centro,False,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
La Casa di Nonna Emma - Affittacamere,€ 56,Camera Quadrupla con Bagno Privato Esterno,Palermo,2024-03-20,"7,2",30 recensioni,"2,1 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Bedroom la stazione,€ 74,Camera Matrimoniale,Palermo,2024-03-20,"8,6",156 recensioni,"1,5 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Qasr Home Beautiful apartment in Palermo,€ 191,Appartamento,"La Kalsa, Palermo",2024-03-20,"8,9",8 recensioni,"0,8 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Brick Apartment,€ 71,Appartamento con 1 Camera da Letto,Palermo,2024-03-20,"7,4",27 recensioni,"1,4 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Le stanze di Nonna Maria,€ 99,Camera Tripla,Palermo,2024-03-20,"7,4",91 recensioni,2 km dal centro,False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Casa vacanza Sole di Sicilia,€ 85,Appartamento con 2 Camere da Letto,"Albergaria, Palermo",2024-03-20,"9,5",51 recensioni,"1,2 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Palermo Central Apartment,€ 58,Appartamento con 1 Camera da Letto,"Albergaria, Palermo",2024-03-20,"5,0",1 recensione,"0,9 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
"Rocca Mondello Rooms, Beach and Sea",€ 115,Camera Tripla con Vista Mare,Palermo,2024-03-20,"7,9",7 recensioni,"8,9 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
La loggia di Ale,€ 72,Appartamento,Palermo,2024-03-20,"8,4",35 recensioni,"2,2 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
B&B Al Piazza Marina,€ 118,Camera Matrimoniale,"La Kalsa, Palermo",2024-03-20,"9,3",713 recensioni,"1,1 km dal centro",True,,True,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Red_Cross.Rent_Appartament,€ 69,Appartamento con 1 Camera da Letto,Palermo,2024-03-20,"7,0",1 recensione,"3,5 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Palazzo Cartari,€ 133,Camera Matrimoniale con Balcone,"La Kalsa, Palermo",2024-03-20,,,"0,8 km dal centro",False,Offerta Inizio 2024 ,True,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Il Sonaglio,€ 104,Camera Matrimoniale Superior,Palermo,2024-03-20,"9,0",282 recensioni,"0,7 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Wave house,€ 73,Appartamento con 1 Camera da Letto,Palermo,2024-03-20,"8,5",8 recensioni,"3,2 km dal centro",True,,True,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Apartment by the market,€ 49,Appartamento con 2 Camere da Letto,"Castellammare Vucciria, Palermo",2024-03-20,"6,9",15 recensioni,"0,7 km dal centro",False,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Luxury Coa Apartment,€ 111,Appartamento con 1 Camera da Letto,"Ruggero Settimo, Palermo",2024-03-20,"8,4",216 recensioni,300 m dal centro,True,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Domus Accomodations,€ 74,Monolocale,Palermo,2024-03-20,"7,8",71 recensioni,"5,3 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Il Genio del Porto - Mabbonath b&b,€ 92,Camera Matrimoniale con Bagno Privato,"Ruggero Settimo, Palermo",2024-03-20,"9,3",215 recensioni,"0,7 km dal centro",True,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Suites Masculu & Fimmina,€ 93,Appartamento con 1 Camera da Letto,"Monte di Pietà, Palermo",2024-03-20,"8,6",35 recensioni,"0,6 km dal centro",True,,True,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Apartment al vicolo 27,€ 139,Casa Vacanze,Palermo,2024-03-20,,,"1,2 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
"La Rosa Dei Venti "" LEVANTE """,€ 82,Appartamento - Piano Terra,"La Kalsa, Palermo",2024-03-20,"8,7",14 recensioni,"1,2 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Luxury BnB Libertà,€ 88,Appartamento con 1 Camera da Letto,Palermo,2024-03-20,"8,4",17 recensioni,2 km dal centro,False,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
atocà1 casa vacanze- self check in - vedi anche atocà2 e atocà3,€ 96,Appartamento con 1 Camera da Letto,"Monte di Pietà, Palermo",2024-03-20,"8,4",66 recensioni,"0,6 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Maison Heloise,€ 153,Casa con 1 Camera da Letto,Palermo,2024-03-20,"9,9",19 recensioni,"2,3 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Eleven Houses,€ 108,Appartamento con 1 Camera da Letto,"Borgo vecchio, Palermo",2024-03-20,10,1 recensione,"0,8 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
LIBOIRE HOME,€ 123,Camera Matrimoniale,"Castellammare Vucciria, Palermo",2024-03-20,"8,8",10 recensioni,"0,7 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Al Vicolo,€ 67,Appartamento con 1 Camera da Letto,Palermo,2024-03-20,10,1 recensione,1 km dal centro,False,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
My Way 261 Palazzo San Matteo,€ 124,Camera Matrimoniale con Bagno Privato Esterno,"Castellammare Vucciria, Palermo",2024-03-20,"8,7",193 recensioni,"0,7 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
HouseStation Suite,€ 92,Casa con 1 Camera da Letto,Palermo,2024-03-20,"9,4",45 recensioni,"1,7 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Residenze Chamur Via Volturno,€ 81,Appartamento con 1 Camera da Letto,"Monte di Pietà, Palermo",2024-03-20,"8,0",77 recensioni,150 m dal centro,False,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
"120 Rodionoff Palermo Centro - Ben collegato con l'aeroporto, la spiaggia di Mondello",€ 85,Camera Matrimoniale Deluxe con Balcone,Palermo,2024-03-20,"8,7",56 recensioni,"2,4 km dal centro",True,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Olivarooms,€ 70,Camera Matrimoniale con Bagno Privato,Palermo,2024-03-20,"9,6",83 recensioni,"1,6 km dal centro",False,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
House Corso Calatafimi,€ 83,Casa Vacanze,Palermo,2024-03-20,"8,7",37 recensioni,"4,7 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
La casa a Ballarò,€ 85,Appartamento con 1 Camera da Letto,"Albergaria, Palermo",2024-03-20,"8,9",9 recensioni,"1,2 km dal centro",True,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
B&B Montecarlo,€ 69,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato Esterno,Palermo,2024-03-20,"7,9",200 recensioni,"4,7 km dal centro",False,,True,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
casa vacanze Sleep Art,€ 124,Casa con 1 Camera da Letto,Palermo,2024-03-20,"9,5",67 recensioni,3 km dal centro,False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Residenze Chamur Via Giuseppe Sciuti,€ 89,Camera Matrimoniale con Balcone,Palermo,2024-03-20,"9,1",84 recensioni,"1,8 km dal centro",False,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Quattro canti luxury apartment,€ 145,Appartamento con 1 Camera da Letto,"La Kalsa, Palermo",2024-03-20,"8,8",49 recensioni,"0,8 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Heloise42,€ 76,Appartamento con 1 Camera da Letto,Palermo,2024-03-20,"9,3",55 recensioni,"2,3 km dal centro",True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Na' zà Ciccina,€ 89,Appartamento con 1 Camera da Letto,Palermo,2024-03-20,"8,9",82 recensioni,"10,1 km dal centro",True,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
SILVER STAR 2,€ 100,Camera Matrimoniale con Bagno Privato,Palermo,2024-03-20,,,"0,7 km dal centro",False,,True,True,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Maison vittoria stazione centrale,€ 60,Appartamento con 1 Camera da Letto,Palermo,2024-03-20,,46 recensioni esterne,"1,6 km dal centro",False,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Olivella Suite Ecological House,€ 86,Appartamento Attico,"Castellammare Vucciria, Palermo",2024-03-20,"8,3",67 recensioni,250 m dal centro,True,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
La Casetta di Angy,€ 59,Appartamento con 1 Camera da Letto,Palermo,2024-03-20,"6,5",2 recensioni,"1,1 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Butera Luxury Home,€ 139,Appartamento con 1 Camera da Letto,"La Kalsa, Palermo",2024-03-20,"9,5",4 recensioni,"1,3 km dal centro",True,Offerta Inizio 2024 ,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
I Carrettieri - a few steps from the Cathedral,€ 124,Appartamento con 2 Camere da Letto,"Monte di Pietà, Palermo",2024-03-20,,3 recensioni esterne,"0,6 km dal centro",False,,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
atocà2 confortevole loft-self check in- vedi anche atocà1 e atocà3,€ 96,Appartamento,"Monte di Pietà, Palermo",2024-03-20,"8,4",42 recensioni,"0,6 km dal centro",True,Offerta Inizio 2024 ,False,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Sicily Sea Charter HANDE CAPO GALERA,€ 111,Camera Matrimoniale Economy,"Castellammare Vucciria, Palermo",2024-03-20,"9,5",11 recensioni,"0,9 km dal centro",False,,True,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Casa Le Rose,€ 164,Appartamento con 2 Camere da Letto,Palermo,2024-03-20,"9,7",95 recensioni,"1,9 km dal centro",False,,True,False,True,Linux,pantilaura56,desktop,03-04-2024---12:49
Ballarò Holiday,€ 113,Casa con 2 Camere da Letto,"Albergaria, Palermo",2024-03-20,"9,0",212 recensioni,"1,1 km dal centro",True,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Casa mulini,€ 61,Casa con 2 Camere da Letto,Palermo,2024-03-20,"8,3",49 recensioni,"1,6 km dal centro",False,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Greek Apartments,€ 79,Appartamento con 1 Camera da Letto,"Monte di Pietà, Palermo",2024-03-20,"8,4",218 recensioni,450 m dal centro,True,,False,False,False,Linux,pantilaura56,desktop,03-04-2024---12:49
Casavacanze Tuttapposto,€ 121,Appartamento con 2 Camere da Letto,Palermo,2024-03-20,"9,5",56 recensioni,"3,3 km dal centro",True,,False,True,True,Linux,pantilaura56,desktop,03-04-2024---12:49
